단지명,층,건축년도,구,동,계약월,거래금액(억),유형,평
강동큐브,20,2013,강동구,길동,03,1.05,소형,3.78
강동큐브,18,2013,강동구,길동,04,1.08,소형,3.78
강동큐브,10,2013,강동구,길동,05,1.2,소형,3.78
강동큐브,17,2013,강동구,길동,05,1.25,소형,3.78
강동큐브,11,2013,강동구,길동,07,1.55,소형,3.78
강동큐브,16,2013,강동구,길동,07,1.57,소형,3.78
강동큐브(2차),6,2013,강동구,길동,01,1.35,소형,3.79
강동큐브(2차),6,2013,강동구,길동,01,1.03,소형,4.34
강동큐브(2차),12,2013,강동구,길동,02,1.15,소형,3.79
강동큐브(2차),14,2013,강동구,길동,02,1.14,소형,4.58
강동큐브(2차),8,2013,강동구,길동,02,1.1,소형,3.79
강동큐브(2차),10,2013,강동구,길동,05,1.05,소형,4.34
강동큐브(2차),8,2013,강동구,길동,05,1.035,소형,4.58
경지Arium,3,2019,강동구,길동,03,2.15,소형,4.28
경지Arium,16,2019,강동구,길동,04,2.22,소형,4.28
경지Arium,16,2019,강동구,길동,05,2.2,소형,4.34
경지Arium,14,2019,강동구,길동,10,2.3,소형,4.34
광남캐스빌(389-9),10,2005,강동구,길동,04,6.5,중형,20.75
광남캐스빌(389-9),10,2005,강동구,길동,10,6.5,중형,20.75
길동우성,1,1994,강동구,길동,01,7.1,소형,12.23
길동우성,12,1994,강동구,길동,03,10.9,중형,25.68
길동우성,7,1994,강동구,길동,05,10.8,중형,25.68
길동우성,4,1994,강동구,길동,09,8.05,소형,17.3
길동우성,10,1994,강동구,길동,10,9.0,중형,25.68
길동우성,15,1994,강동구,길동,11,8.7,중형,25.68
다성이즈빌,1,2003,강동구,길동,11,6.5,중형,25.68
다성이즈빌,13,2018,강동구,길동,02,3.0,소형,7.09
다성이즈빌,9,2018,강동구,길동,04,2.25,소형,6.32
다성이즈빌,7,2018,강동구,길동,06,2.96,소형,6.96
다성이즈빌(349-1),5,2012,강동구,길동,02,1.38,소형,5.21
다성이즈빌(349-1),4,2012,강동구,길동,05,1.3,소형,5.21
다성이즈빌(349-1),5,2012,강동구,길동,08,1.37,소형,5.21
다성이즈빌(349-1),4,2012,강동구,길동,09,1.425,소형,5.21
다성이즈빌(387-2),12,2019,강동구,길동,04,1.5,소형,4.24
다성이즈빌(387-4),8,2018,강동구,길동,06,3.0,소형,6.46
다성이즈빌(주상복합),13,2015,강동구,길동,01,3.45,소형,11.02
다성이즈빌(주상복합),13,2015,강동구,길동,02,3.45,소형,11.02
다성이즈빌(주상복합),9,2015,강동구,길동,06,1.3,소형,5.43
다성이즈빌(주상복합),16,2015,강동구,길동,07,3.315,소형,11.02
다성이즈빌(주상복합),9,2015,강동구,길동,09,1.3,소형,5.43
대상,16,1999,강동구,길동,08,6.75,중형,25.75
동서울오네뜨,3,2009,강동구,길동,03,8.7,중형,25.7
라인,10,1998,강동구,길동,08,5.97,소형,18.16
라인,8,1998,강동구,길동,10,6.2,소형,18.16
문화1,2,1998,강동구,길동,04,3.52,소형,18.16
삼익세라믹,8,1992,강동구,길동,04,9.6,중형,25.71
삼익세라믹,8,1992,강동구,길동,04,9.6,중형,25.71
신세대빌라트,7,1999,강동구,길동,01,5.8,대형,54.6
신암가온,8,2002,강동구,길동,05,4.2,소형,17.18
에스엠이로빌(379-0),8,2004,강동구,길동,07,6.6,중형,18.44
에이치비골드빌(102동),11,2004,강동구,길동,03,7.74,중형,19.45
에이치비골드빌(102동),5,2004,강동구,길동,04,7.27,중형,19.45
에이치비골드빌(103동),11,2004,강동구,길동,01,7.5,중형,23.68
에이치비골드빌(103동),9,2004,강동구,길동,06,4.33,소형,12.82
예전이룸1차,4,2004,강동구,길동,02,6.35,중형,23.2
예전이룸1차,4,2004,강동구,길동,02,6.45,중형,23.2
예전이룸1차,4,2004,강동구,길동,06,6.35,중형,23.2
예전이룸1차,6,2004,강동구,길동,10,6.0,중형,23.2
예전이룸2차,10,2004,강동구,길동,05,7.1,중형,21.82
유덕휴먼빌,1,2003,강동구,길동,01,6.1,중형,24.83
율전에버그린아파트,6,2016,강동구,길동,08,3.95,소형,13.06
주풍그린빌,5,1996,강동구,길동,05,7.1,대형,70.91
청광플러스원(큐브1차),6,2012,강동구,길동,01,1.27,소형,5.06
청광플러스원(큐브1차),9,2012,강동구,길동,02,1.3,소형,5.17
청광플러스원(큐브1차),10,2012,강동구,길동,05,1.25,소형,5.17
청광플러스원(큐브1차),10,2012,강동구,길동,05,1.2,소형,5.06
청광플러스원(큐브1차),10,2012,강동구,길동,07,1.2,소형,5.06
청광플러스원(큐브1차),11,2012,강동구,길동,08,1.125,소형,5.06
청광플러스원(큐브1차),9,2012,강동구,길동,10,1.27,소형,5.06
청광플러스원(큐브1차),7,2012,강동구,길동,12,0.87,소형,5.17
청광플러스원(큐브1차),9,2012,강동구,길동,12,0.85,소형,5.06
청광플러스원(큐브1차),11,2012,강동구,길동,12,1.1,소형,5.17
청광플러스원(큐브1차),11,2012,강동구,길동,12,1.1,소형,5.06
청광플러스원큐브2차,17,2013,강동구,길동,02,1.14,소형,4.39
청광플러스원큐브2차,19,2013,강동구,길동,03,1.25,소형,4.39
청광플러스원큐브2차,15,2013,강동구,길동,03,1.25,소형,4.39
청광플러스원큐브2차,15,2013,강동구,길동,03,1.25,소형,4.39
청광플러스원큐브2차,9,2013,강동구,길동,06,1.09,소형,4.39
청광플러스원큐브2차,8,2013,강동구,길동,08,1.28,소형,4.39
청광플러스원큐브2차,18,2013,강동구,길동,12,1.08,소형,4.39
청광플러스원큐브3차,15,2014,강동구,길동,03,1.35,소형,4.02
청광플러스원큐브3차,17,2014,강동구,길동,05,1.2,소형,4.02
청광플러스원큐브3차,17,2014,강동구,길동,05,1.2,소형,4.02
청광플러스원큐브3차,14,2014,강동구,길동,05,1.17,소형,4.02
청광플러스원큐브3차,13,2014,강동구,길동,05,1.45,소형,4.02
청광플러스원큐브3차,13,2014,강동구,길동,05,1.03,소형,4.02
청원파크빌2,5,2004,강동구,길동,07,6.8,중형,25.74
태솔,7,2009,강동구,길동,05,6.4,중형,20.33
현대1,11,1996,강동구,길동,04,11.5,중형,25.72
현대웰하임(101동),7,2012,강동구,길동,01,1.18,소형,5.14
현대웰하임(101동),7,2012,강동구,길동,01,1.18,소형,5.14
현대웰하임(101동),9,2012,강동구,길동,04,1.375,소형,5.14
현대웰하임(101동),7,2012,강동구,길동,04,1.2,소형,5.14
현대웰하임(201동),4,2012,강동구,길동,01,0.8,소형,4.38
현대웰하임(201동),1,2012,강동구,길동,03,1.0,소형,4.38
현대웰하임(201동),2,2012,강동구,길동,03,0.855,소형,4.38
현대웰하임(201동),5,2012,강동구,길동,05,1.18,소형,3.97
현대웰하임(201동),4,2012,강동구,길동,05,1.1,소형,4.38
현대웰하임(201동),3,2012,강동구,길동,06,0.95,소형,4.38
현대웰하임(201동),3,2012,강동구,길동,07,0.85,소형,4.38
현대웰하임(201동),4,2012,강동구,길동,08,0.89,소형,4.38
현대웰하임(201동),5,2012,강동구,길동,12,1.0,소형,3.97
동아,3,1992,강동구,둔촌동,02,6.05,소형,14.58
동아,6,1992,강동구,둔촌동,04,5.95,소형,14.58
동아,4,1992,강동구,둔촌동,05,6.0,소형,14.58
둔촌푸르지오,10,2010,강동구,둔촌동,02,13.35,중형,25.73
둔촌푸르지오,16,2010,강동구,둔촌동,11,8.5,소형,18.18
둔촌푸르지오,13,2010,강동구,둔촌동,11,11.0,중형,25.73
둔촌하이츠,12,1998,강동구,둔촌동,01,9.5,소형,18.12
둔촌하이츠,12,1998,강동구,둔촌동,03,9.5,소형,18.12
둔촌하이츠,7,1998,강동구,둔촌동,05,11.97,중형,25.62
성원,8,1995,강동구,둔촌동,05,7.25,소형,17.95
세양청마루,12,2005,강동구,둔촌동,08,8.0,대형,31.05
신동아파밀리에,22,2002,강동구,둔촌동,03,10.4,중형,20.29
신동아파밀리에,19,2002,강동구,둔촌동,04,9.7,소형,17.73
신성둔촌미소지움1,7,1998,강동구,둔촌동,03,10.0,소형,18.12
신성둔촌미소지움1,1,1998,강동구,둔촌동,05,8.99,소형,18.12
신성둔촌미소지움1,14,1998,강동구,둔촌동,05,12.2,중형,25.72
신성둔촌미소지움1,13,1998,강동구,둔촌동,05,9.6,소형,18.12
신성둔촌미소지움2,12,2000,강동구,둔촌동,01,13.2,중형,25.69
신성둔촌미소지움2,7,2000,강동구,둔촌동,08,11.5,중형,25.69
청호뜨레피움퍼스트아파트,7,2016,강동구,둔촌동,02,6.0,소형,17.17
청호뜨레피움퍼스트아파트,5,2016,강동구,둔촌동,06,6.44,소형,17.17
한솔솔파크,11,2003,강동구,둔촌동,03,11.5,중형,25.6
현대1차아파트,12,1984,강동구,둔촌동,05,14.0,중형,25.56
현대2,12,1988,강동구,둔촌동,03,10.6,중형,20.96
현대2,12,1988,강동구,둔촌동,07,12.3,중형,24.18
현대3,4,1988,강동구,둔촌동,02,9.0,중형,21.0
현대3,11,1988,강동구,둔촌동,09,9.27,중형,24.24
현대4,11,1996,강동구,둔촌동,02,12.3,대형,34.82
현대4,4,1996,강동구,둔촌동,08,9.6,중형,25.42
고덕주공9,8,1985,강동구,명일동,01,13.5,중형,25.25
고덕주공9,5,1985,강동구,명일동,01,13.9,중형,25.31
고덕주공9,1,1985,강동구,명일동,01,13.3,중형,25.31
고덕주공9,14,1985,강동구,명일동,04,14.0,중형,25.25
고덕주공9,7,1985,강동구,명일동,04,14.1,중형,25.22
고덕주공9,15,1985,강동구,명일동,12,9.6,중형,25.43
래미안솔베뉴,20,2019,강동구,명일동,02,12.0,소형,15.05
래미안솔베뉴,17,2019,강동구,명일동,03,10.85,소형,15.04
래미안솔베뉴,20,2019,강동구,명일동,04,14.45,소형,17.97
래미안솔베뉴,31,2019,강동구,명일동,06,14.0,소형,17.91
래미안솔베뉴,21,2019,강동구,명일동,07,12.2,소형,17.91
래미안솔베뉴,11,2019,강동구,명일동,12,9.75,소형,17.91
래미안솔베뉴,10,2019,강동구,명일동,12,9.3,소형,17.97
래미안솔베뉴,11,2019,강동구,명일동,12,9.6,중형,23.66
명일동다성이즈빌아파트,2,2010,강동구,명일동,03,7.55,중형,25.14
명일우성,8,1986,강동구,명일동,03,15.18,중형,25.74
명일우성,3,1986,강동구,명일동,05,18.15,대형,40.5
명일우성,13,1986,강동구,명일동,12,13.7,대형,40.5
명일지에스아파트,5,1999,강동구,명일동,10,8.5,중형,25.75
명일지에스아파트,2,1999,강동구,명일동,11,6.2,소형,18.12
명일지에스아파트,2,1999,강동구,명일동,12,7.35,중형,25.73
명일진로,11,1994,강동구,명일동,04,10.8,대형,35.89
삼익가든,4,1984,강동구,명일동,05,14.6,대형,35.68
삼익그린2차,14,1983,강동구,명일동,03,12.8,소형,16.61
신동아,4,1986,강동구,명일동,05,14.5,대형,34.22
신동아,7,1986,강동구,명일동,05,18.45,대형,38.58
신동아,7,1986,강동구,명일동,09,16.85,대형,38.58
신동아,13,1986,강동구,명일동,10,11.0,중형,24.57
우성101동,9,2004,강동구,명일동,05,8.95,중형,25.75
태천해오름102동A,3,2004,강동구,명일동,05,5.3,중형,25.24
현대(고덕),8,1986,강동구,명일동,05,14.84,대형,39.95
현대(고덕),10,1986,강동구,명일동,08,14.5,대형,39.95
현대(명일),13,1988,강동구,명일동,05,7.95,소형,17.3
고덕롯데캐슬베네루체,8,2019,강동구,상일동,01,12.6,소형,18.18
고덕롯데캐슬베네루체,7,2019,강동구,상일동,04,12.0,소형,18.18
고덕롯데캐슬베네루체,6,2019,강동구,상일동,06,16.0,중형,25.5
고덕롯데캐슬베네루체,9,2019,강동구,상일동,08,10.28,소형,18.18
고덕롯데캐슬베네루체,9,2019,강동구,상일동,10,9.5,소형,18.18
고덕롯데캐슬베네루체,28,2019,강동구,상일동,11,10.85,중형,25.5
고덕롯데캐슬베네루체,1,2019,강동구,상일동,11,10.0,중형,25.73
고덕롯데캐슬베네루체,19,2019,강동구,상일동,11,11.0,중형,25.73
고덕롯데캐슬베네루체,4,2019,강동구,상일동,11,9.25,소형,18.18
고덕롯데캐슬베네루체,10,2019,강동구,상일동,11,10.95,중형,25.73
고덕리엔파크3단지,5,2011,강동구,상일동,01,9.65,소형,18.13
고덕리엔파크3단지,13,2011,강동구,상일동,08,13.0,대형,34.84
고덕리엔파크3단지,8,2011,강동구,상일동,12,9.18,중형,25.75
고덕리엔파크3단지,8,2011,강동구,상일동,12,8.5,중형,25.75
고덕센트럴IPARK,6,2019,강동구,상일동,01,13.0,소형,18.15
고덕센트럴IPARK,19,2019,강동구,상일동,04,14.9,중형,22.69
고덕센트럴IPARK,16,2019,강동구,상일동,04,15.0,중형,22.69
고덕센트럴IPARK,1,2019,강동구,상일동,06,12.1,소형,18.17
고덕센트럴IPARK,5,2019,강동구,상일동,08,11.5,소형,18.17
고덕센트럴IPARK,15,2019,강동구,상일동,10,12.75,중형,25.75
고덕센트럴IPARK,5,2019,강동구,상일동,12,11.9,중형,25.75
고덕센트럴IPARK,9,2019,강동구,상일동,12,10.9,중형,22.69
고덕숲아이파크,6,2018,강동구,상일동,02,12.1,소형,18.17
고덕숲아이파크,11,2018,강동구,상일동,05,12.5,소형,18.17
고덕숲아이파크,20,2018,강동구,상일동,05,15.8,중형,25.71
고덕숲아이파크,20,2018,강동구,상일동,12,10.8,중형,25.71
고덕아르테온,13,2020,강동구,상일동,01,18.0,중형,25.75
고덕아르테온,17,2020,강동구,상일동,01,19.5,중형,25.74
고덕아르테온,11,2020,강동구,상일동,01,18.0,중형,25.75
고덕아르테온,11,2020,강동구,상일동,04,19.8,중형,25.74
고덕아르테온,14,2020,강동구,상일동,05,13.4,소형,18.18
고덕아르테온,22,2020,강동구,상일동,05,13.38,소형,18.18
고덕아르테온,3,2020,강동구,상일동,05,16.4,중형,25.75
고덕아르테온,3,2020,강동구,상일동,05,16.4,중형,25.75
고덕아르테온,3,2020,강동구,상일동,06,12.85,소형,18.18
고덕아르테온,3,2020,강동구,상일동,06,12.9,소형,18.18
고덕아르테온,13,2020,강동구,상일동,07,16.3,중형,25.74
고덕아르테온,18,2020,강동구,상일동,07,14.8,중형,25.75
고덕아르테온,19,2020,강동구,상일동,08,14.8,중형,25.74
고덕아르테온,16,2020,강동구,상일동,08,11.0,소형,18.18
고덕아르테온,8,2020,강동구,상일동,08,11.5,소형,18.18
고덕아르테온,11,2020,강동구,상일동,08,11.5,소형,18.18
고덕아르테온,9,2020,강동구,상일동,08,11.5,소형,18.13
고덕아르테온,20,2020,강동구,상일동,09,11.5,소형,18.18
고덕아르테온,2,2020,강동구,상일동,09,17.45,중형,25.75
고덕아르테온,3,2020,강동구,상일동,09,10.2,소형,18.18
고덕아르테온,14,2020,강동구,상일동,10,13.4,소형,18.18
고덕아르테온,11,2020,강동구,상일동,10,13.25,중형,25.75
고덕아르테온,6,2020,강동구,상일동,10,10.5,소형,18.18
고덕아르테온,10,2020,강동구,상일동,11,13.0,중형,25.75
고덕아르테온,18,2020,강동구,상일동,11,10.7,소형,18.18
고덕아르테온,7,2020,강동구,상일동,11,12.9,중형,25.74
고덕아르테온,2,2020,강동구,상일동,11,9.3,소형,18.18
고덕아르테온,12,2020,강동구,상일동,11,10.4,소형,18.17
고덕아르테온,16,2020,강동구,상일동,11,13.15,중형,25.74
고덕아르테온,8,2020,강동구,상일동,11,12.93,중형,25.74
고덕아르테온,25,2020,강동구,상일동,11,13.0,중형,25.74
고덕아르테온,10,2020,강동구,상일동,12,9.8,소형,18.18
고덕아르테온,15,2020,강동구,상일동,12,12.95,중형,25.74
고덕아르테온,17,2020,강동구,상일동,12,10.5,소형,18.18
고덕아르테온,17,2020,강동구,상일동,12,10.5,소형,18.18
고덕자이,23,2021,강동구,상일동,01,15.0,중형,22.52
고덕자이,27,2021,강동구,상일동,03,17.5,중대형,30.62
고덕자이,13,2021,강동구,상일동,04,15.9,중형,25.68
고덕자이,3,2021,강동구,상일동,05,15.1,중형,25.68
고덕자이,8,2021,강동구,상일동,06,16.0,중형,25.75
고덕자이,22,2021,강동구,상일동,10,9.8,소형,18.16
고덕자이,8,2021,강동구,상일동,10,9.4,소형,18.09
고덕자이,5,2021,강동구,상일동,11,12.05,중형,25.59
고덕자이,23,2021,강동구,상일동,11,12.1,중형,25.75
고덕자이,23,2021,강동구,상일동,12,9.6,소형,18.16
동아,4,1997,강동구,상일동,05,8.1,중형,25.74
동아,4,1997,강동구,상일동,05,8.1,중형,25.74
동아,17,1997,강동구,상일동,11,6.45,소형,17.95
중앙하이츠,5,1992,강동구,상일동,01,9.0,소형,18.16
중앙하이츠,6,1992,강동구,상일동,02,8.85,소형,18.16
중앙하이츠,9,1992,강동구,상일동,03,11.9,중형,25.52
중앙하이츠,9,1992,강동구,상일동,05,9.5,소형,18.16
중앙하이츠,5,1992,강동구,상일동,05,8.65,소형,15.98
갑지하이린,5,2001,강동구,성내동,05,10.5,대형,37.81
강동네스빌,4,2002,강동구,성내동,04,2.05,소형,7.41
건영아모리움,12,2017,강동구,성내동,03,1.6,소형,3.53
건영아모리움,10,2017,강동구,성내동,06,1.32,소형,3.59
건영아모리움,10,2017,강동구,성내동,06,1.38,소형,3.63
다성이즈빌,5,2014,강동구,성내동,02,1.8,소형,7.85
다성이즈빌,5,2014,강동구,성내동,04,2.8,소형,10.64
다성이즈빌,4,2014,강동구,성내동,10,2.75,소형,10.64
다성이즈빌아파트,8,2016,강동구,성내동,05,4.3,소형,10.45
대주그린빌,4,2003,강동구,성내동,04,6.0,중형,20.52
동남드림빌,6,2006,강동구,성내동,04,7.0,중형,25.3
동남드림빌,11,2006,강동구,성내동,05,5.9,중형,23.34
동방,2,1995,강동구,성내동,03,5.58,소형,18.18
동방,3,1995,강동구,성내동,04,7.2,중형,25.36
둔촌역아치스톤(101동),11,2010,강동구,성내동,03,10.45,중형,25.74
새한올림픽,1,2001,강동구,성내동,05,7.95,중형,24.92
성내1차e-편한세상,11,2003,강동구,성내동,02,10.4,중형,25.6
성내1차e-편한세상,15,2003,강동구,성내동,03,10.5,중형,25.6
성내3차e-편한세상,10,2004,강동구,성내동,02,7.12,중형,25.52
성내동대성,8,2003,강동구,성내동,05,9.25,중형,25.7
성내동삼성아파트,5,1999,강동구,성내동,01,13.1,중형,25.75
성내동삼성아파트,1,1999,강동구,성내동,03,12.7,중형,25.75
성내동삼성아파트,10,1999,강동구,성내동,03,14.5,중형,25.75
성내동삼성아파트,14,1999,강동구,성내동,04,10.67,소형,18.15
성내동삼성아파트,3,1999,강동구,성내동,05,13.0,중형,25.75
성내동삼성아파트,11,1999,강동구,성내동,11,8.5,소형,18.15
성내스테이,10,2018,강동구,성내동,01,6.7,소형,15.93
성내스테이,7,2018,강동구,성내동,09,6.0,소형,15.93
성안마을청구,12,2002,강동구,성내동,01,9.5,소형,18.16
신일유토빌(603-0),2,2004,강동구,성내동,05,8.9,중형,23.15
아미캐슬(434-32),2,2017,강동구,성내동,05,4.6,소형,14.42
에스아이팰리스센트럴성내,13,2021,강동구,성내동,01,2.37,소형,4.25
에스아이팰리스센트럴성내,10,2021,강동구,성내동,01,2.33,소형,4.25
에스케이허브진,7,2004,강동구,성내동,04,3.65,소형,10.22
에스케이허브진,11,2004,강동구,성내동,05,3.77,소형,10.22
에스케이허브진,3,2004,강동구,성내동,06,4.05,소형,9.17
에스케이허브진,10,2004,강동구,성내동,07,3.7,소형,10.22
에스케이허브진,10,2004,강동구,성내동,07,3.7,소형,10.22
에스케이허브진,11,2004,강동구,성내동,08,2.8,소형,10.22
에스케이허브진,13,2004,강동구,성내동,10,4.0,소형,9.17
영풍마드레빌,9,2002,강동구,성내동,03,9.45,소형,16.72
올림픽파크한양수자인,7,2016,강동구,성내동,07,16.5,대형,35.12
올림픽파크힐,7,2005,강동구,성내동,06,8.45,중형,25.61
우림루미아트,3,2004,강동구,성내동,01,7.18,중형,19.47
우성(102동),3,2004,강동구,성내동,04,7.27,중형,25.59
중명,2,1999,강동구,성내동,10,5.0,중대형,27.09
코랜드빌리지,7,2001,강동구,성내동,04,8.1,중형,24.36
코오롱(1차),14,1999,강동구,성내동,03,9.25,소형,18.17
파라디아,6,2010,강동구,성내동,08,9.7,중형,25.73
파크뷰진도맨션,18,1996,강동구,성내동,12,14.55,대형,63.31
파크프라자,4,2003,강동구,성내동,04,6.9,중형,23.46
파크프라자,7,2003,강동구,성내동,04,9.4,중대형,27.56
하나플러스,3,2003,강동구,성내동,03,6.6,소형,18.14
하나플러스,7,2003,강동구,성내동,04,5.6,소형,14.04
한솔브리즈(199-4),4,2004,강동구,성내동,05,7.3,중형,25.61
한솔파로스,7,2010,강동구,성내동,01,6.451,중형,24.7
한솔파로스,7,2010,강동구,성내동,05,6.2,중형,24.84
한양립스,11,2014,강동구,성내동,03,1.6,소형,3.74
한양립스,7,2014,강동구,성내동,03,1.3,소형,3.74
한양립스,5,2014,강동구,성내동,06,1.28,소형,3.74
한양립스,7,2014,강동구,성내동,07,1.3,소형,3.74
한양립스,10,2014,강동구,성내동,07,1.02,소형,3.74
한양립스,7,2014,강동구,성내동,10,1.3,소형,3.74
한양립스,7,2014,강동구,성내동,11,1.3,소형,3.74
현대,6,1987,강동구,성내동,06,12.9,중형,25.62
내일쎄닛빌,9,2007,강동구,암사동,05,7.2,대형,33.76
대원,12,1998,강동구,암사동,01,7.25,소형,18.15
동양넥스빌,10,1999,강동구,암사동,05,8.0,중형,25.66
롯데캐슬퍼스트,8,2008,강동구,암사동,01,12.5,소형,18.18
롯데캐슬퍼스트,6,2008,강동구,암사동,01,11.8,소형,18.18
롯데캐슬퍼스트,7,2008,강동구,암사동,02,16.1,대형,31.01
롯데캐슬퍼스트,15,2008,강동구,암사동,03,14.9,중형,25.7
롯데캐슬퍼스트,7,2008,강동구,암사동,04,12.2,소형,18.18
롯데캐슬퍼스트,16,2008,강동구,암사동,04,14.8,중형,25.7
롯데캐슬퍼스트,16,2008,강동구,암사동,04,14.8,중형,25.7
롯데캐슬퍼스트,7,2008,강동구,암사동,04,16.0,대형,31.01
롯데캐슬퍼스트,12,2008,강동구,암사동,05,12.38,소형,18.18
롯데캐슬퍼스트,21,2008,강동구,암사동,07,20.0,대형,40.6
롯데캐슬퍼스트,5,2008,강동구,암사동,08,10.85,소형,18.18
롯데캐슬퍼스트,18,2008,강동구,암사동,11,10.0,중형,25.75
롯데캐슬퍼스트,10,2008,강동구,암사동,12,13.5,대형,33.7
롯데캐슬퍼스트,18,2008,강동구,암사동,12,9.5,소형,18.18
롯데캐슬퍼스트,17,2008,강동구,암사동,12,8.65,소형,18.18
삼성광나루,6,2002,강동구,암사동,08,9.8,중형,25.69
선사현대아파트,26,2000,강동구,암사동,01,13.8,중형,25.13
선사현대아파트,4,2000,강동구,암사동,02,11.5,중형,22.08
선사현대아파트,11,2000,강동구,암사동,03,11.2,소형,18.07
선사현대아파트,19,2000,강동구,암사동,04,10.69,소형,18.07
선사현대아파트,14,2000,강동구,암사동,05,11.7,소형,18.07
선사현대아파트,9,2000,강동구,암사동,05,14.99,중형,25.13
선사현대아파트,4,2000,강동구,암사동,05,10.35,소형,18.07
선사현대아파트,6,2000,강동구,암사동,06,14.9,중형,25.13
선사현대아파트,16,2000,강동구,암사동,06,11.4,소형,18.07
선사현대아파트,10,2000,강동구,암사동,07,9.0,소형,17.78
선사현대아파트,19,2000,강동구,암사동,08,9.1,소형,17.78
선사현대아파트,13,2000,강동구,암사동,09,7.9,소형,18.07
선사현대아파트,21,2000,강동구,암사동,10,7.7,소형,18.07
선사현대아파트,5,2000,강동구,암사동,11,5.8,소형,18.07
선사현대아파트,15,2000,강동구,암사동,11,5.7,소형,17.78
선사현대아파트,7,2000,강동구,암사동,11,7.3,소형,18.07
선사현대아파트,6,2000,강동구,암사동,11,6.9,소형,18.07
선사현대아파트,7,2000,강동구,암사동,11,7.7,소형,18.07
선사현대아파트,25,2000,강동구,암사동,12,7.6,소형,17.78
선사현대아파트,17,2000,강동구,암사동,12,7.7,소형,18.07
암사라인,4,1996,강동구,암사동,06,9.6,중형,25.72
중앙하이츠,8,1998,강동구,암사동,12,5.3,소형,18.04
중앙하이츠,8,1998,강동구,암사동,12,5.3,소형,18.04
프라이어팰리스,13,2007,강동구,암사동,04,14.35,중형,25.75
프라이어팰리스,9,2007,강동구,암사동,04,14.1,중형,25.75
한강리치팰리스,4,2010,강동구,암사동,05,7.5,중형,23.69
한강현대,27,1999,강동구,암사동,06,12.4,중형,25.74
현대홈타운,18,2004,강동구,암사동,04,13.75,중형,25.75
현대홈타운,11,2004,강동구,암사동,05,15.5,대형,34.57
힐스테이트 강동 리버뷰,4,2019,강동구,암사동,03,13.0,중형,25.76
힐스테이트 강동 리버뷰,23,2019,강동구,암사동,04,16.4,중형,25.76
힐스테이트 강동 리버뷰,7,2019,강동구,암사동,05,15.2,중형,25.75
힐스테이트 강동 리버뷰,18,2019,강동구,암사동,09,15.8,중형,25.76
강동상떼빌,9,2007,강동구,천호동,04,11.4,대형,32.78
강동역신동아파밀리에,38,2015,강동구,천호동,03,14.9,대형,32.53
강동역신동아파밀리에,29,2015,강동구,천호동,08,12.3,중대형,30.68
강동역신동아파밀리에,30,2015,강동구,천호동,09,11.0,중대형,28.67
강동역신동아파밀리에,28,2015,강동구,천호동,12,9.5,중대형,30.68
강변그대가갤럭시,10,2009,강동구,천호동,02,12.5,중형,25.75
강변그대가갤럭시,11,2009,강동구,천호동,06,10.0,중형,25.75
강변그대가리버뷰,15,2007,강동구,천호동,01,14.85,중형,25.75
골드하임(101동),3,2005,강동구,천호동,07,6.4,중형,25.75
골드하임(101동),3,2005,강동구,천호동,10,6.4,중형,25.75
광남벨라스2차아파트,7,2004,강동구,천호동,04,7.1,중형,25.66
광남벨라스2차아파트,7,2004,강동구,천호동,07,5.0,중형,25.73
광남벨라스2차아파트(53-32),3,2004,강동구,천호동,09,6.75,중형,25.73
광남캐스빌아파트,4,2003,강동구,천호동,01,7.0,중형,24.65
금호아파트,8,1987,강동구,천호동,04,3.95,소형,8.37
금호아파트,4,1987,강동구,천호동,06,3.71,소형,8.37
금호아파트,6,1987,강동구,천호동,09,3.5,소형,8.37
대우한강베네시티,12,2007,강동구,천호동,03,11.0,대형,39.43
대우한강베네시티,20,2007,강동구,천호동,04,10.5,대형,34.74
동아코아아파트,19,1997,강동구,천호동,10,6.05,소형,17.37
동아하이빌아파트,7,2000,강동구,천호동,01,10.25,중형,25.75
동아하이빌아파트,13,2000,강동구,천호동,04,7.95,소형,18.18
동아하이빌아파트,15,2000,강동구,천호동,04,7.8,소형,18.18
두산위브센티움,3,2004,강동구,천호동,01,1.5,소형,9.69
두산위브센티움,8,2004,강동구,천호동,03,1.575,소형,9.51
두산위브센티움,6,2004,강동구,천호동,03,1.6,소형,9.51
두산위브센티움,3,2004,강동구,천호동,07,1.6,소형,9.51
두산위브센티움,5,2004,강동구,천호동,07,1.64,소형,9.51
두산위브센티움,5,2004,강동구,천호동,08,1.64,소형,9.51
두산위브센티움,5,2004,강동구,천호동,08,1.61,소형,9.51
두산위브센티움,4,2004,강동구,천호동,08,1.68,소형,9.51
두산위브센티움,8,2004,강동구,천호동,08,1.6,소형,9.51
두산위브센티움,7,2004,강동구,천호동,08,1.8,소형,10.25
두산위브센티움,4,2004,강동구,천호동,10,2.05,소형,11.87
래미안강동팰리스,33,2017,강동구,천호동,01,16.0,중형,25.75
래미안강동팰리스,18,2017,강동구,천호동,01,14.2,소형,18.18
래미안강동팰리스,40,2017,강동구,천호동,01,16.5,중형,25.75
래미안강동팰리스,4,2017,강동구,천호동,03,14.8,중형,25.75
래미안강동팰리스,4,2017,강동구,천호동,03,14.8,중형,25.75
래미안강동팰리스,21,2017,강동구,천호동,04,15.46,중형,25.75
